x,y
1.148429491914847000e+00,2.233975268407444759e+00
4.125987091203513479e-01,1.888248302302336201e+00
-3.088970300382739009e-01,-4.554239092148498758e-01
-2.633394912168995461e+00,-2.659654114043041417e+00
2.221336559592929638e-01,-5.250329042141423930e-01
-2.769451411638736982e-01,9.954890943283013494e-01
-1.600519256790601919e+00,-1.863784591637536181e+00
5.145047983461842334e-01,2.486121227009390644e+00
-2.542251765492414828e-02,5.778006779782718372e-01
3.750530708216504583e-01,9.339444577495055189e-01
-6.044158958807989146e-01,-3.545866786720078268e-01
2.020225611372157282e-01,-3.351715470264278185e-01
-4.732319360358481775e-01,-1.127854930549355039e+00
1.064946673093174034e+00,2.630080278487123557e+00
1.243256664769269715e-01,1.889906844365241145e-01
-1.402524281743856349e+00,-2.489039129878396928e+00
2.143160472170792530e-01,1.904958273478320363e+00
6.764111529020526425e-02,-1.362358165509559793e+00
-2.034443990743266262e-01,-3.012284178118872502e-01
-1.349662246614930616e+00,-3.389581522994008722e+00
1.059537780127499662e+00,3.417865042116812191e+00
-7.315969199565923731e-01,4.293946921639517633e-01
1.582635441947494392e+00,4.262648130471515806e+00
-6.599439821810751949e-01,-1.950047845216058118e+00
3.247685935418113262e-02,3.947233446477373953e-01
-4.481292044215690745e-02,1.363150635111565201e-01
1.511744275997166376e-01,1.371858728090552093e+00
2.643415010041979762e+00,7.415151366110925402e+00
-4.982878044706027243e-01,-5.339446690010205554e-01
2.069457353946229983e+00,6.898975760958699688e+00
6.234582241749037079e-01,2.744322699436507307e+00
-6.950075410488257832e-01,1.019332803420026856e+00
1.255560460885062568e+00,3.176954809094856280e+00
8.408244063372219967e-01,1.227565737671772572e+00
9.544368519951856866e-01,5.787335366499146261e+00
-1.333984401924667829e+00,-1.539889835964676212e+00
5.028116051024146271e-01,1.280224286367483977e+00
-4.025158964686061380e-01,-1.262030130304498954e+00
-1.421655992603793606e-01,-1.525275639579835918e+00
-1.314582834779878528e-01,2.246937596087225320e+00
4.066834737045670056e-02,1.350134778535261759e+00
1.590443538676862500e+00,4.292233351062263225e+00
3.784401916472749372e-01,1.034037896816059288e+00
-1.844761037453207075e+00,-2.223025452798841783e+00
1.246867713732076943e+00,4.680047089811424144e+00
8.764310624463428345e-02,2.548490912983338852e-01
1.315273825358415083e-01,8.371334899646853955e-01
-1.826660032850693449e+00,-4.332331708879485710e+00
3.997533228551634066e-01,3.691306373321645573e-01
-4.989654678598802739e-01,-5.978777489403673817e-01
9.556199583269503472e-01,3.104733538227895107e+00
4.562282140102334460e-01,4.133160458112300262e+00
8.277192782213868005e-01,3.221996118865583458e+00
-3.730518108763903329e-01,6.298761593164194927e-01
-1.829348720525750815e+00,-2.553571645001966761e+00
9.687926931595469693e-01,3.996348509246973713e+00
4.203499347269195607e-01,1.610074685651990745e+00
-3.306197942420442404e-01,-6.802271502868806330e-01
-5.570644151681470868e-01,-8.086134780428028135e-01
-8.856113424185761973e-01,-7.058893139379588400e-01
-1.762536603168029403e+00,-1.867653468103679604e+00
-1.177203675793020210e+00,-6.998826626369846204e-01
-7.011224610890665065e-02,1.176530162112986444e+00
1.609464007293136323e+00,4.129263915003903662e+00
4.531651408040622275e-01,2.692657232112521726e+00
1.604778779301444525e+00,4.631547803663621288e+00
-1.009823177822358531e+00,5.868236757814433435e-01
1.256681653645137509e+00,3.029845519471153548e+00
-4.161331490173461600e-01,5.257163463268348380e-01
1.466329218886482266e+00,3.737187386565328673e+00
1.228395170927100377e+00,3.000722574557007860e+00
3.536280471660625813e-02,2.211862356145865682e+00
1.344969966661958838e-01,1.776847934231437609e+00
1.217434767651173866e+00,3.145138016979193374e+00
-7.957643843879346202e-01,-7.345028175321574038e-01
-2.162910886735882166e+00,-3.852412348538222453e+00
8.169296628877437128e-01,3.528169360370786656e+00
2.179121688149740610e+00,5.701881331636738715e+00
-1.896183535632571360e+00,-2.156453271117985793e+00
2.096425069634779703e-01,1.601088701127221903e+00
-1.182154326320372650e+00,-2.390669493549693048e-01
-2.900200683981723482e-01,1.968958563260984729e+00
-1.000024140724650623e+00,-1.574631252713476037e+00
8.749211062792336957e-01,2.232294356561874249e+00
-5.451840161751790870e-01,-1.054269611893739883e-01
-1.928476351999890148e-01,-3.834841563345303683e-02
-1.083769962030985301e+00,-1.282548554193805757e+00
7.328925977842218886e-01,3.529323420562019642e+00
-5.098737093124929842e-01,-5.792234934356057519e-01
-3.783745030104258555e-01,-6.816590024823708793e-01
-7.559826923683973798e-02,9.765910913775777136e-01
-1.451762787966058843e+00,-9.905157063543282847e-01
-2.084255261639266985e-02,9.373720597007175748e-01
-1.611895744844726197e+00,-3.202848008801945756e+00
-2.181032070287420854e-01,1.014034263909599387e+00
-2.197541451213530783e-01,4.761236970169812621e-01
-4.003641887178975844e-01,-2.059150964362790881e-01
-1.998296015314687812e-01,7.558556765916408793e-01
-6.744245822132080015e-01,2.602316942081002171e-01
5.107633616456996872e-01,1.488634530556152136e+00
-3.416785615325008702e-03,1.161494259683520713e+00
-4.715022769968502114e-01,5.780625833862923502e-01
-2.292263750771932895e-01,-3.231805085936277910e-01
-6.770607435117254047e-01,-3.300528996485723732e-01
-1.275046899153127467e-01,3.821219071632744324e-01
-3.133682396647936019e-01,2.291845346886329793e-01
-1.801633455271469231e+00,-1.783599474366645676e+00
1.647543919400944912e+00,5.333487119527111631e+00
-4.449818634321405231e-01,4.050221266968936917e-01
-6.714382526761567549e-01,9.977251231556192312e-01
3.004317510791221779e-01,6.650020237388860611e-01
-2.089249161034091973e+00,-2.380612797874166908e+00
-3.978387757636131505e-01,-2.971630514569810755e-01
3.063333668481765248e-01,1.156975190214748039e+00
-2.647222050106857183e-01,2.038934677620737101e+00
6.380195633759325191e-02,2.117500757919914101e+00
-4.444865267851924595e-01,1.556829240839511019e+00
-3.685747677358706675e-01,1.889386430013210827e+00
-4.086542955755041728e-02,-1.273932858660293377e+00
1.515541932731450103e-01,2.290081229453632350e+00
-1.095277482397321478e+00,-2.162934148791292532e+00
2.788580234752611187e-01,2.548454627418009544e+00
2.973114281203738662e-01,4.176212537443838357e+00
-6.188655552848181252e-01,-1.914230389131653942e-01
-5.730310587144069601e-01,-2.092290437346641774e+00
1.168213990236997846e-01,1.680087395537323669e+00
1.162827632584950255e+00,3.343439725840994470e+00
1.087427123164879772e+00,4.825869603805885255e+00
-8.321997633261108973e-01,1.660848062468830211e+00
-5.420424975374208421e-01,-8.546317433049339940e-02
-5.625668524331572939e-01,-1.302840044036629452e+00
3.804322868908682764e-01,8.028217835776819689e-01
-1.615757245062549585e-01,-6.803925060921008905e-01
3.171121381391557303e-01,2.247713608527335261e-01
1.243053408845255614e+00,3.061544508997109837e+00
2.094716326947387297e-01,1.872587388587432677e+00
3.924898694217761053e-01,6.890734035528138790e-01
3.319288486305040364e-01,1.508427508073324486e+00
-7.829503273163330723e-01,2.420288055313896791e+00
-1.769926828293466314e-01,-1.097744702842441411e+00
-2.603171992982439287e-01,1.171098204576523472e+00
-5.396404057117445419e-01,1.545405865468920947e-01
1.479136266199334582e+00,3.776226367414916574e+00
5.279582962435085403e-01,2.674086004382853154e+00
-2.723507314623869302e+00,-4.804278532527415102e+00
-8.548788935345481566e-01,-1.644637357728080396e+00
-1.381025086809191949e-01,9.897878364653370786e-01
-4.482781284613581579e-02,8.334580710654663216e-01
-8.665165908342006285e-01,-1.411382589572577340e-01
-3.710400215979491323e-01,-8.128528856966488192e-01
-4.370601725694087114e-01,-9.991980854849488169e-01
-5.143146047155736644e-01,1.658360415653041597e+00
5.874951411009339264e-01,2.155050531651188539e+00
-9.493658034216755082e-02,1.450955235141769162e+00
-6.114396483141782968e-01,-7.912757260235312451e-01
-3.383567058115521942e-01,4.154883832461527815e-01
-4.700391080818493855e-02,9.565161576569432000e-01
-1.142549316409243287e+00,-2.137158824824710202e+00
-5.926978992316188632e-01,4.766308117363127206e-01
5.637663767963987382e-01,3.426428429245673701e+00
9.575148967776182518e-01,3.283465706615971591e+00
-2.390583180692326337e+00,-2.653736912264831993e+00
2.420154211329167637e+00,6.630350956856333688e+00
-6.503330472862268730e-01,-4.090412585208063057e-01
7.853259352895292089e-01,2.731772562526229464e+00
-1.378001956037206099e+00,-2.799882971223081718e+00
6.908892547969407438e-01,2.632343723515893963e+00
2.559770782155763869e-02,1.126178842910261046e+00
-8.009435711836659921e-02,2.222819531933028170e+00
-3.001014241816545303e-01,-6.966658605220139577e-01
-2.529018642584984211e-01,-7.409861310220428043e-01
7.367587777373798552e-01,3.086508086670059825e+00
-7.547009267105696528e-01,-2.294056814614338968e+00
-2.550227778748648255e-01,6.189049344673964725e-01
-3.948318069452477763e-01,1.050627869058811559e+00
-1.635290412060780740e+00,-3.794418247152110180e+00
9.352351648286154340e-02,1.690360183921784776e+00
-3.890237505480638458e-02,1.169109958901081603e+00
-4.810858401814652741e-01,1.198698240188130093e+00
-1.367976003986649092e+00,-2.617007315908576270e+00
-3.494670858987590778e-01,-2.589893748215462699e-01
-1.631294898039350461e-01,-1.010106348822674693e-01
-1.020161566094605204e-02,5.695127656698761864e-02
5.145131453670917510e-02,1.996631552098840467e+00
-1.199740154218993826e+00,-5.661024538048652355e-01
1.021943443934833606e+00,4.906414449779491704e+00
7.933131780938873501e-01,3.931899565579793254e+00
7.897362009528283711e-01,1.264590102250654713e+00
4.673077392061446567e-01,2.007665556556266662e+00
1.317407561661343207e+00,4.303449354697709950e+00
7.322071794100256659e-01,3.726469333477839374e+00
1.128568497898490453e+00,2.967365604476738028e+00
3.272509980638428906e-01,7.182976188556922104e-02
1.460032681679747091e-01,7.193423037895204653e-01
6.342519952864688060e-01,1.319077493308877136e+00
-7.023747010885813546e-01,-2.167057264170211273e-01
-2.259818825122740793e-01,1.523618122622599325e+00
2.075968262891215166e-01,2.718776438315042121e+00
-5.880510333462578565e-01,1.669649151868249359e-02
-2.444937626075990522e+00,-3.549314165382024377e+00
-5.836718826704723195e-01,3.926142140365317390e-01
-7.428556249881406170e-01,-8.221496931205647396e-01
8.602678354688927387e-01,3.477486602631878920e+00
-1.908510433018114849e+00,-8.833286482194300238e-01
-7.701187787970524834e-01,-1.490950522536409473e+00
1.590729614354693400e+00,5.446183025458012139e+00
-2.366802228230657335e+00,-2.774863708840664245e+00
-2.768291529543013274e-01,1.564574431369643692e+00
-6.473647091070104942e-01,9.885984092850954585e-01
-1.723043329168079119e+00,1.198170113282204241e+00
9.138179660268217234e-04,9.594111912114710039e-01
-8.935764143864540765e-01,-5.542903533857661547e-01
-2.712899656178679564e+00,-5.547278675123082259e+00
-6.177052445789464885e-01,-1.961882156271946009e-01
-1.358007658497734527e+00,-8.194014962838230831e-01
1.070989234844978988e+00,2.682636982284971161e+00
4.066286868374916798e-03,2.019020604129998508e-01
-1.117406452224161573e+00,-1.905268791183780008e+00
1.938997174850801974e-01,-8.118208156077022508e-02
1.895946176525526994e+00,7.318732595581118439e+00
-1.300684748871499208e+00,-1.135922942971203442e+00
-1.019723812579906186e+00,-2.165889913138944411e+00
-1.152399626901896290e-01,7.204540382793734876e-01
3.449530409004204073e-02,1.511699575803056916e+00
1.531544467434765300e-01,1.088023971696490344e+00
-1.521357894111515785e+00,-2.347880449507240286e+00
9.028219956010953562e-02,1.613863290072456103e+00
-1.187960567066218776e+00,-2.326653436277304365e+00
-7.971932609632047528e-01,-4.832830307362412925e-01
8.918504623990457514e-01,1.949561332957787885e+00
-7.463491876444434681e-01,-1.505024313247828927e+00
5.789916952415050666e-01,2.668886436391680217e+00
-3.523773024850372360e-01,-5.962566523474164271e-01
1.423675239957397920e-01,7.672618351842942497e-01
1.313008170950571152e-01,1.323569396717113600e+00
6.171860429725077868e-01,3.334162436069780799e+00
7.108292870280341624e-01,2.204165203550086716e+00
-7.590239374157056185e-01,1.674081150896882253e-01
1.638923345721482239e+00,2.862164371310522260e+00
5.864888257307292463e-01,1.153219675499793206e+00
9.383177382958618473e-01,4.591745197859186334e+00
9.797776854338063890e-01,3.129201946294545511e+00
-4.837293007299178771e-01,-2.524989886321601928e-01
-6.992750122671440027e-02,-2.162386632620199034e-01
7.712155970742691491e-02,7.727110721899512757e-01
2.802640497343927284e-01,1.903978275874796733e+00
1.693144897246476432e+00,4.216015326349993764e+00
1.852513233295651318e+00,5.194184109813450689e+00
3.454638376146276002e+00,7.666203999825642157e+00
1.836438989246916842e+00,3.848380611483528391e+00
1.687873594500067354e+00,7.038081833512588759e+00
-6.433763819605282930e-02,7.509129999942093514e-01
-8.311781841512331237e-01,-6.805948458111141797e-01
2.564754086225399035e-02,1.469440059211459371e+00
-2.744070746915662773e-01,4.372730062246584226e-01
-1.000340395870070953e+00,1.457922659214106798e+00
-2.356341159295595733e-01,9.194775788921016879e-01
4.401979030078170818e-01,2.807280268780047106e+00
5.740518320292586907e-02,1.405526155412732736e+00
9.108039360435420395e-01,4.511049992156348054e+00
6.271004839309523016e-01,3.932497560320935115e+00
4.425117829605293429e-01,1.975873392669357687e+00
1.275400404623581396e+00,2.419439148852324806e+00
-9.445314047413450043e-02,1.401597945777168341e+00
9.075042723138909695e-02,-7.217710083502497653e-01
1.474838730697026756e+00,4.101272212956786234e+00
9.747516700660119326e-01,4.072356004610213631e+00
-1.488274354831907731e+00,-1.733001746098541851e+00
1.402162698588980683e-01,4.435290335009721696e-01
1.559404360183746618e+00,6.345139367100018468e+00
4.988020342438296284e-01,2.838414694361480084e+00
1.249228412892135820e+00,2.590219618046170513e+00
-1.487040474342310459e+00,-3.610520126210333469e+00
4.726766478848071218e-01,8.677899288793777810e-01
-1.984840653794621712e+00,-1.873861396690266634e+00
7.406110051447347686e-01,2.287061426909992257e+00
-1.188148278982844364e+00,-6.888703629156941455e-01
1.447251746374070613e+00,3.983133249409372745e+00
-6.468294244697201378e-01,2.886225531552836232e-01
1.604408354518933044e-01,7.070195609474567711e-01
3.141187742750898293e-01,3.240848967203710629e+00
2.156870203459677546e-02,7.454502259355133553e-01
-1.501475232852121255e+00,-2.089923327321442148e+00
7.629859521581869863e-01,2.919222257199847625e+00
-4.626556263886343334e-01,8.732209722217662007e-01
2.486783514986101729e+00,5.854128739955672067e+00
-2.266955182572080729e-01,9.707469529410578390e-02
2.588516248788831908e-01,1.442501964098494627e+00
-2.906008604123170858e-01,2.815922942859799605e+00
1.763598105119323023e+00,2.587249007237812037e+00
1.540214826394801895e+00,4.681007518091294450e+00
6.544760231607418266e-01,2.561455002751911181e+00
1.081559282084120222e+00,2.099943762844638240e+00
-8.411536319784762572e-01,-1.860270234014341106e+00
-9.094827214879210864e-01,-1.477459999297833448e+00
1.337696147970012461e+00,2.424394090924851142e+00
-8.226082580160312130e-01,-9.122495224764693988e-01
-2.656353022690813304e-01,7.615092380204742106e-01
-1.516539181238023781e+00,-1.826361063280973918e+00
-3.544527645524335191e-01,-1.431311113240847366e+00
4.474948379878911364e-01,5.358008085926440067e-01
-4.748026486005288427e-02,2.712583810610769586e+00
-1.493280533656926368e+00,-3.204848009670755005e+00
8.252791028014281327e-01,1.936471428461508548e+00
1.981926867063895370e-01,2.882002204025181147e+00
-2.526241683039185393e+00,-4.770228626425881302e+00
-1.074456521951726140e+00,-1.209051558566825335e+00
-3.292552013951681178e-01,1.441843405221407082e+00
-5.190133720498467662e-01,1.376081433305059498e+00
1.748136249360688343e-01,1.982904530377353147e+00
1.091185544554144071e+00,2.655527295492459139e+00
-6.863159425869309882e-02,-1.331162394316174336e+00
-8.056388848113828216e-02,2.868637194465470941e-01
1.369164359428689748e+00,4.057140457175930415e+00
1.615525376598998530e+00,3.886549174736119383e+00
-3.013074052265843905e-01,7.296384308426712151e-02
1.631046996728896525e+00,4.810328661747110601e+00
-1.745037414631791517e+00,-3.084202416553145198e+00
1.576757570997540547e+00,2.690279935178077064e+00
4.914526116182017512e-01,1.628227180007115749e+00
-8.366334965498354315e-01,-5.640649202881524715e-01
-4.918843615851299367e-01,6.429910419024215118e-01
1.401863608098785630e-01,1.101955258084943212e+00
1.342147689498107921e+00,3.715917225930167600e+00
8.810374296465071087e-01,1.739541062493852097e+00
3.061032226314199245e-01,1.130429315178547833e+00
-3.762041521835979285e-01,-3.453460138389827794e-01
1.003150281966621454e-01,3.514885946708687925e-01
-1.204565183776874049e+00,-1.740658722205700837e+00
-4.007482218980328303e-01,1.647199505713765832e+00
-8.540200518701266397e-01,-1.162575936182924874e+00
-3.613882651410170177e-01,2.644723246606867084e-01
4.402072024142840712e-01,-1.838118370355079634e-03
-3.292179271721343281e-01,6.518303582487097181e-01
-1.781623612952005775e+00,-1.259170776525238900e+00
1.073552821638729338e+00,3.246519405819404902e+00
-2.829351000605864405e-02,1.381444571505827668e+00
4.118833608857926376e-01,2.342926730958011738e+00
-7.259706183571944527e-01,7.413777241736247969e-01
-2.744890769028610622e-01,3.465216481865660558e-01
-3.141723787219933839e-01,2.866458466115116011e-01
1.400548043029057776e+00,4.714286055557311172e+00
-1.255790733966922978e+00,-1.986840557950409591e+00
8.570350810913671680e-01,2.324058642790607365e+00
-1.118667447743338234e-01,4.079208733033727885e-01
6.725757396090601414e-01,2.550265698392304436e+00
-6.501891840355731311e-01,-5.920358025993623929e-01
-1.693648470028596087e+00,-9.987416519220888578e-01
8.798737939487641935e-01,2.623563903313212098e+00
-4.135173024147402177e-01,-5.307907448973918640e-01
4.376605605794269827e-01,3.249728040863239187e+00
6.646175943819520038e-01,3.435475985361915008e+00
-1.772765074734502511e+00,-6.789922503518912578e-01
-5.414279781236374101e-01,7.631657410327948865e-01
-2.410400393208048386e-01,-5.273802677341055123e-01
5.347626293959359955e-01,3.769055459885723991e+00
5.671711942476705959e-01,3.117960341706108363e+00
7.473989985654267976e-01,1.531137206602628975e+00
-2.503072685900146199e-01,1.326646413978421202e-01
1.325372412783619502e+00,2.236342375024153561e+00
1.421634839281433159e-02,1.230690746424705662e+00
-8.403080560101235108e-02,-2.530551715502490362e-01
-5.068209236416282293e-01,4.616883005355963410e-01
-1.147055916080884863e+00,-3.621662713596310645e+00
-3.460926279374302444e-02,2.002204289061131348e+00
2.482799533241291101e-01,3.034697176841349098e+00
2.641370838883568828e-01,1.771523640207719019e+00
2.163423256495786706e+00,3.989434214330429107e+00
2.922093449514542307e-01,6.188430084815845778e-01
3.616483935220171642e-01,2.394698682302780934e+00
-1.311573868123246944e+00,-4.349444284679872652e+00
-2.628839747016770145e-01,1.103223319457107499e+00
1.754526848370718817e-02,-5.494773629344937849e-01
4.623390695485493640e-01,1.348721632570823115e+00
-2.142565184146153767e-01,-9.384996721631855277e-02
3.303047029747414598e-01,1.545140961933759938e+00
-1.004194336004289534e+00,-5.963023708375716492e-01
1.114599442694053755e+00,2.615525836739843069e+00
1.012428949410039580e+00,3.115807062692072193e+00
-1.154429423144451405e+00,-2.867786292233901690e+00
-1.525428221501712756e+00,-2.125327058719533202e+00
-6.918083413001890891e-01,-1.756821173239755396e+00
1.348602726268049445e-01,1.127757402422141508e+00
-9.079824028092787769e-01,-1.035082821100391515e+00
1.356626919848764323e-01,1.266940507474190403e+00
7.225608162735905893e-01,2.415180820709401655e+00
9.445456416559611101e-01,2.601838216728769027e+00
1.079855246296230531e+00,3.801383506941917290e+00
-1.493989992642736464e+00,-2.793046888396740091e+00
-2.020508259910364313e+00,-3.156925902929717420e+00
4.616221424919327854e-01,1.707683969075842301e+00
-8.071101512155489655e-01,8.094662611279712650e-02
-8.000057522342602923e-01,-8.556251302092261479e-01
-1.121089860884186384e+00,-1.833327868216953593e+00
-6.880487910937471696e-01,1.122818304389410438e+00
4.904581258148720813e-01,1.445140407875610933e+00
-1.507954453615435231e+00,-3.520314529228080858e+00
-1.420363923225621106e+00,-2.296809870119786989e-01
9.426200772486490465e-01,2.452506841841606722e+00
5.578656025554630249e-01,2.057092441264934291e+00
-1.767160800245793473e+00,-2.720385707186831148e+00
-1.926239717615311209e+00,-3.025686909062129892e+00
2.673841421375947602e-01,1.116663887178666048e+00
7.396389444178774752e-01,6.877849472362247418e-01
1.940654850131476428e+00,4.975427838724739260e+00
5.452965715695250459e-01,4.268969066028619253e+00
5.255515134948557376e-01,2.847831740258248701e+00
-3.737039245757049488e-01,5.009548395373570884e-01
-6.873572847202506775e-02,4.032141912170271736e-01
-5.477381312508795563e-01,-1.283055667290662782e+00
1.037164227872469313e+00,2.172619493594344142e+00
2.448200783431205285e-01,6.015941791785275328e-01
9.271412431183428948e-01,1.577934600607915794e+00
1.761413843642608834e-01,2.761536266879411006e+00
-1.069595645107831228e+00,-1.159898885509375921e+00
-1.575196931315391846e-01,-7.710589283402013994e-02
9.333482792549828710e-01,2.712242011000840503e+00
2.322921745312433728e-01,3.016171385021507945e+00
-1.863106866694272279e+00,-2.048015191387570599e+00
9.185047480162219502e-01,3.967937067310358668e+00
-5.800547963360201953e-01,-8.973767726350148077e-01
1.231311360816324862e+00,2.081171858321432921e+00
-4.592953875058174984e-01,2.351174797185782706e-01
-9.882007909794587874e-01,-6.328868469830279953e-01
6.913492387611039902e-01,3.264433173878427574e+00
-1.296673758328412918e+00,-2.927720599324480588e+00
1.049200226114966661e+00,2.798574727182624677e+00
-6.180459234514480427e-01,1.426399893955486942e+00
4.867170845220065156e-01,5.130163632382163108e-01
-1.542613351477793548e+00,-2.477908531666772163e+00
-8.740663444928069292e-02,5.393292046600461909e-01
-6.421816463462322044e-01,-1.402251720284306336e+00
1.483271714302375255e+00,4.931876198602733297e+00
-8.777981333997759705e-01,-9.358831657848194485e-01
-2.800459010038163776e-01,-9.140205471478500820e-01
-9.160393518381557687e-01,-1.687737198566938934e+00
-9.685338410249576258e-02,4.508382322713400114e-02
5.030361436181048779e-02,2.843413433114048150e+00
1.047692577099805344e+00,2.741262591235606116e+00
6.113992957498473046e-01,1.554999298797304252e+00
-1.601539526519869749e+00,-8.090739892264420252e-01
1.784841586119684465e+00,4.886447483076384657e+00
5.841136072845869859e-02,3.447861933339148699e+00
1.063283876943562412e+00,2.629835282338087943e+00
-3.955858629378289359e-01,-1.606733039507737271e+00
6.994031154090845082e-01,3.856143631409067574e+00
-1.607797079332106138e-01,2.052732505673175445e-01
-3.552517992377278166e-01,3.146147098411531950e-01
